id,Predicción
205245,Fumador
205246,No Fumador
205247,Fumador
205248,No Fumador
205249,Fumador
205250,Fumador
205251,Fumador
205252,No Fumador
205253,No Fumador
205254,No Fumador
205255,No Fumador
205256,No Fumador
205257,No Fumador
205258,No Fumador
205259,No Fumador
205260,No Fumador
205261,No Fumador
205262,Fumador
205263,No Fumador
205264,Fumador
205265,Fumador
205266,No Fumador
205267,No Fumador
205268,No Fumador
205269,Fumador
205270,No Fumador
205271,No Fumador
205272,No Fumador
205273,Fumador
205274,No Fumador
205275,No Fumador
205276,Fumador
205277,Fumador
205278,Fumador
205279,Fumador
205280,No Fumador
205281,Fumador
205282,No Fumador
205283,Fumador
205284,No Fumador
205285,No Fumador
205286,No Fumador
205287,No Fumador
205288,Fumador
205289,No Fumador
205290,No Fumador
205291,No Fumador
205292,No Fumador
205293,No Fumador
205294,No Fumador
205295,No Fumador
205296,Fumador
205297,No Fumador
205298,Fumador
205299,Fumador
205300,No Fumador
205301,No Fumador
205302,No Fumador
205303,No Fumador
205304,No Fumador
205305,No Fumador
205306,Fumador
205307,No Fumador
205308,Fumador
205309,No Fumador
205310,No Fumador
205311,No Fumador
205312,No Fumador
205313,No Fumador
205314,No Fumador
205315,Fumador
205316,No Fumador
205317,No Fumador
205318,Fumador
205319,No Fumador
205320,Fumador
205321,Fumador
205322,Fumador
205323,Fumador
205324,No Fumador
205325,Fumador
205326,Fumador
205327,No Fumador
205328,No Fumador
205329,No Fumador
205330,No Fumador
205331,No Fumador
205332,No Fumador
205333,No Fumador
205334,No Fumador
205335,No Fumador
205336,No Fumador
205337,No Fumador
205338,Fumador
205339,Fumador
205340,No Fumador
205341,No Fumador
205342,No Fumador
205343,No Fumador
205344,No Fumador
205345,Fumador
205346,No Fumador
205347,No Fumador
205348,Fumador
205349,No Fumador
205350,No Fumador
205351,Fumador
205352,No Fumador
205353,No Fumador
205354,Fumador
205355,Fumador
205356,No Fumador
205357,No Fumador
205358,No Fumador
205359,Fumador
205360,No Fumador
205361,No Fumador
205362,No Fumador
205363,Fumador
205364,No Fumador
205365,No Fumador
205366,No Fumador
205367,Fumador
205368,No Fumador
205369,No Fumador
205370,No Fumador
205371,No Fumador
205372,No Fumador
205373,Fumador
205374,Fumador
205375,No Fumador
205376,No Fumador
205377,Fumador
205378,No Fumador
205379,Fumador
205380,No Fumador
205381,No Fumador
205382,No Fumador
205383,No Fumador
205384,No Fumador
205385,No Fumador
205386,No Fumador
205387,No Fumador
205388,No Fumador
205389,No Fumador
205390,Fumador
205391,No Fumador
205392,Fumador
205393,Fumador
205394,Fumador
205395,No Fumador
205396,Fumador
205397,No Fumador
205398,No Fumador
205399,No Fumador
205400,No Fumador
205401,No Fumador
205402,Fumador
205403,No Fumador
205404,No Fumador
205405,No Fumador
205406,No Fumador
205407,No Fumador
205408,No Fumador
205409,No Fumador
205410,Fumador
205411,No Fumador
205412,Fumador
205413,Fumador
205414,No Fumador
205415,No Fumador
205416,No Fumador
205417,Fumador
205418,No Fumador
205419,No Fumador
205420,Fumador
205421,Fumador
205422,No Fumador
205423,No Fumador
205424,Fumador
205425,No Fumador
205426,No Fumador
205427,Fumador
205428,No Fumador
205429,No Fumador
205430,No Fumador
205431,No Fumador
205432,No Fumador
205433,Fumador
205434,Fumador
205435,No Fumador
205436,Fumador
205437,No Fumador
205438,No Fumador
205439,No Fumador
205440,Fumador
205441,No Fumador
205442,No Fumador
205443,Fumador
205444,Fumador
205445,No Fumador
205446,Fumador
205447,No Fumador
205448,No Fumador
205449,Fumador
205450,No Fumador
205451,No Fumador
205452,No Fumador
205453,No Fumador
205454,No Fumador
205455,No Fumador
205456,No Fumador
205457,No Fumador
205458,No Fumador
205459,No Fumador
205460,No Fumador
205461,No Fumador
205462,No Fumador
205463,No Fumador
205464,Fumador
205465,No Fumador
205466,Fumador
205467,Fumador
205468,No Fumador
205469,Fumador
205470,No Fumador
205471,No Fumador
205472,Fumador
205473,Fumador
205474,Fumador
205475,No Fumador
205476,Fumador
205477,No Fumador
205478,No Fumador
205479,Fumador
205480,No Fumador
205481,No Fumador
205482,Fumador
205483,Fumador
205484,No Fumador
205485,Fumador
205486,Fumador
205487,No Fumador
205488,No Fumador
205489,Fumador
205490,Fumador
205491,No Fumador
205492,No Fumador
205493,No Fumador
205494,No Fumador
205495,No Fumador
205496,Fumador
205497,No Fumador
205498,Fumador
205499,Fumador
205500,No Fumador
205501,Fumador
205502,Fumador
205503,Fumador
205504,Fumador
205505,No Fumador
205506,No Fumador
205507,No Fumador
205508,No Fumador
205509,No Fumador
205510,Fumador
205511,No Fumador
205512,No Fumador
205513,No Fumador
205514,No Fumador
205515,Fumador
205516,No Fumador
205517,No Fumador
205518,Fumador
205519,No Fumador
205520,Fumador
205521,Fumador
205522,No Fumador
205523,Fumador
205524,No Fumador
205525,No Fumador
205526,No Fumador
205527,No Fumador
205528,No Fumador
205529,No Fumador
205530,No Fumador
205531,No Fumador
205532,No Fumador
205533,No Fumador
205534,No Fumador
205535,Fumador
205536,No Fumador
205537,Fumador
205538,Fumador
205539,No Fumador
205540,No Fumador
205541,No Fumador
205542,Fumador
205543,No Fumador
205544,No Fumador
205545,Fumador
205546,No Fumador
205547,No Fumador
205548,No Fumador
205549,No Fumador
205550,Fumador
205551,No Fumador
205552,No Fumador
205553,No Fumador
205554,Fumador
205555,No Fumador
205556,Fumador
205557,Fumador
205558,Fumador
205559,No Fumador
205560,No Fumador
205561,No Fumador
205562,No Fumador
205563,Fumador
205564,Fumador
205565,No Fumador
205566,Fumador
205567,Fumador
205568,No Fumador
205569,Fumador
205570,Fumador
205571,No Fumador
205572,No Fumador
205573,No Fumador
205574,Fumador
205575,No Fumador
205576,No Fumador
205577,Fumador
205578,No Fumador
205579,No Fumador
205580,Fumador
205581,No Fumador
205582,No Fumador
205583,Fumador
205584,No Fumador
205585,Fumador
205586,No Fumador
205587,Fumador
205588,No Fumador
205589,Fumador
205590,Fumador
205591,Fumador
205592,Fumador
205593,Fumador
205594,No Fumador
205595,No Fumador
205596,No Fumador
205597,No Fumador
205598,No Fumador
205599,No Fumador
205600,No Fumador
205601,No Fumador
205602,Fumador
205603,No Fumador
205604,No Fumador
205605,No Fumador
205606,Fumador
205607,No Fumador
205608,Fumador
205609,Fumador
205610,Fumador
205611,No Fumador
205612,Fumador
205613,No Fumador
205614,Fumador
205615,No Fumador
205616,No Fumador
205617,No Fumador
205618,No Fumador
205619,No Fumador
205620,No Fumador
205621,Fumador
205622,No Fumador
205623,Fumador
205624,No Fumador
205625,No Fumador
205626,Fumador
205627,No Fumador
205628,Fumador
205629,Fumador
205630,No Fumador
205631,Fumador
205632,No Fumador
205633,Fumador
205634,No Fumador
205635,No Fumador
205636,No Fumador
205637,No Fumador
205638,Fumador
205639,No Fumador
205640,Fumador
205641,No Fumador
205642,No Fumador
205643,Fumador
205644,Fumador
205645,Fumador
205646,No Fumador
205647,Fumador
205648,No Fumador
205649,No Fumador
205650,Fumador
205651,No Fumador
205652,Fumador
205653,No Fumador
205654,Fumador
205655,No Fumador
205656,No Fumador
205657,Fumador
205658,No Fumador
205659,Fumador
205660,Fumador
205661,No Fumador
205662,Fumador
205663,Fumador
205664,No Fumador
205665,Fumador
205666,No Fumador
205667,No Fumador
205668,Fumador
205669,No Fumador
205670,Fumador
205671,Fumador
205672,Fumador
205673,No Fumador
205674,Fumador
205675,Fumador
205676,No Fumador
205677,No Fumador
205678,No Fumador
205679,No Fumador
205680,Fumador
205681,Fumador
205682,No Fumador
205683,No Fumador
205684,Fumador
205685,No Fumador
205686,Fumador
205687,No Fumador
205688,No Fumador
205689,Fumador
205690,Fumador
205691,No Fumador
205692,No Fumador
205693,No Fumador
205694,Fumador
205695,Fumador
205696,No Fumador
205697,No Fumador
205698,Fumador
205699,Fumador
205700,No Fumador
205701,No Fumador
205702,Fumador
205703,No Fumador
205704,No Fumador
205705,Fumador
205706,Fumador
205707,No Fumador
205708,No Fumador
205709,Fumador
205710,Fumador
205711,Fumador
205712,No Fumador
205713,No Fumador
205714,No Fumador
205715,No Fumador
205716,No Fumador
205717,Fumador
205718,No Fumador
205719,Fumador
205720,Fumador
205721,No Fumador
205722,Fumador
205723,No Fumador
205724,No Fumador
205725,Fumador
205726,No Fumador
205727,Fumador
205728,No Fumador
205729,No Fumador
205730,No Fumador
205731,Fumador
205732,No Fumador
205733,No Fumador
205734,No Fumador
205735,No Fumador
205736,Fumador
205737,No Fumador
205738,Fumador
205739,Fumador
205740,No Fumador
205741,No Fumador
205742,Fumador
205743,Fumador
205744,No Fumador
205745,No Fumador
205746,No Fumador
205747,No Fumador
205748,Fumador
205749,No Fumador
205750,Fumador
205751,Fumador
205752,Fumador
205753,No Fumador
205754,Fumador
205755,No Fumador
205756,No Fumador
205757,Fumador
205758,Fumador
205759,No Fumador
205760,No Fumador
205761,No Fumador
205762,No Fumador
205763,No Fumador
205764,Fumador
205765,Fumador
205766,Fumador
205767,Fumador
205768,Fumador
205769,No Fumador
205770,No Fumador
205771,No Fumador
205772,No Fumador
205773,No Fumador
205774,Fumador
205775,No Fumador
205776,No Fumador
205777,No Fumador
205778,Fumador
205779,No Fumador
205780,Fumador
205781,No Fumador
205782,Fumador
205783,No Fumador
205784,No Fumador
205785,No Fumador
205786,No Fumador
205787,Fumador
205788,No Fumador
205789,Fumador
205790,Fumador
205791,Fumador
205792,No Fumador
205793,Fumador
205794,No Fumador
205795,No Fumador
205796,No Fumador
205797,No Fumador
205798,No Fumador
205799,No Fumador
205800,Fumador
205801,No Fumador
205802,No Fumador
205803,Fumador
205804,No Fumador
205805,Fumador
205806,Fumador
205807,Fumador
205808,Fumador
205809,Fumador
205810,Fumador
205811,No Fumador
205812,No Fumador
205813,Fumador
205814,Fumador
205815,No Fumador
205816,Fumador
205817,Fumador
205818,No Fumador
205819,No Fumador
205820,Fumador
205821,No Fumador
205822,Fumador
205823,No Fumador
205824,Fumador
205825,Fumador
205826,No Fumador
205827,Fumador
205828,Fumador
205829,Fumador
205830,No Fumador
205831,No Fumador
205832,Fumador
205833,No Fumador
205834,No Fumador
205835,No Fumador
205836,No Fumador
205837,No Fumador
205838,No Fumador
205839,No Fumador
205840,No Fumador
205841,No Fumador
205842,No Fumador
205843,No Fumador
205844,Fumador
205845,No Fumador
205846,No Fumador
205847,No Fumador
205848,Fumador
205849,Fumador
205850,No Fumador
205851,Fumador
205852,Fumador
205853,No Fumador
205854,No Fumador
205855,Fumador
205856,No Fumador
205857,Fumador
205858,No Fumador
205859,Fumador
205860,Fumador
205861,No Fumador
205862,No Fumador
205863,Fumador
205864,Fumador
205865,No Fumador
205866,Fumador
205867,No Fumador
205868,Fumador
205869,No Fumador
205870,Fumador
205871,No Fumador
205872,Fumador
205873,Fumador
205874,No Fumador
205875,No Fumador
205876,Fumador
205877,Fumador
205878,No Fumador
205879,No Fumador
205880,Fumador
205881,No Fumador
205882,No Fumador
205883,Fumador
205884,Fumador
205885,No Fumador
205886,No Fumador
205887,Fumador
205888,No Fumador
205889,Fumador
205890,No Fumador
205891,No Fumador
205892,No Fumador
205893,No Fumador
205894,No Fumador
205895,Fumador
205896,No Fumador
205897,No Fumador
205898,No Fumador
205899,No Fumador
205900,No Fumador
205901,No Fumador
205902,Fumador
205903,No Fumador
205904,No Fumador
205905,No Fumador
205906,No Fumador
205907,No Fumador
205908,No Fumador
205909,No Fumador
205910,No Fumador
205911,No Fumador
205912,No Fumador
205913,No Fumador
205914,No Fumador
205915,Fumador
205916,No Fumador
205917,No Fumador
205918,No Fumador
205919,No Fumador
205920,Fumador
205921,No Fumador
205922,Fumador
205923,No Fumador
205924,No Fumador
205925,No Fumador
205926,Fumador
205927,Fumador
205928,No Fumador
205929,No Fumador
205930,No Fumador
205931,No Fumador
205932,No Fumador
205933,Fumador
205934,No Fumador
205935,Fumador
205936,Fumador
205937,Fumador
205938,Fumador
205939,No Fumador
205940,No Fumador
205941,No Fumador
205942,Fumador
205943,Fumador
205944,No Fumador
205945,No Fumador
205946,Fumador
205947,No Fumador
205948,Fumador
205949,No Fumador
205950,No Fumador
205951,No Fumador
205952,Fumador
205953,Fumador
205954,No Fumador
205955,Fumador
205956,No Fumador
205957,Fumador
205958,No Fumador
205959,No Fumador
205960,Fumador
205961,No Fumador
205962,No Fumador
205963,Fumador
205964,Fumador
205965,No Fumador
205966,No Fumador
205967,No Fumador
205968,Fumador
205969,No Fumador
205970,No Fumador
205971,Fumador
205972,No Fumador
205973,Fumador
205974,Fumador
205975,No Fumador
205976,No Fumador
205977,No Fumador
205978,Fumador
205979,No Fumador
205980,Fumador
205981,Fumador
205982,Fumador
205983,No Fumador
205984,No Fumador
205985,No Fumador
205986,Fumador
205987,No Fumador
205988,No Fumador
205989,Fumador
205990,Fumador
205991,No Fumador
205992,Fumador
205993,No Fumador
205994,Fumador
205995,No Fumador
205996,No Fumador
205997,No Fumador
205998,No Fumador
205999,No Fumador
206000,No Fumador
206001,No Fumador
206002,Fumador
206003,Fumador
206004,Fumador
206005,No Fumador
206006,Fumador
206007,Fumador
206008,Fumador
206009,Fumador
206010,Fumador
206011,Fumador
206012,No Fumador
206013,No Fumador
206014,Fumador
206015,Fumador
206016,No Fumador
206017,No Fumador
206018,No Fumador
206019,Fumador
206020,No Fumador
206021,Fumador
206022,No Fumador
206023,No Fumador
206024,Fumador
206025,No Fumador
206026,Fumador
206027,No Fumador
206028,Fumador
206029,No Fumador
206030,Fumador
206031,Fumador
206032,No Fumador
206033,Fumador
206034,Fumador
206035,No Fumador
206036,No Fumador
206037,Fumador
206038,Fumador
206039,Fumador
206040,No Fumador
206041,No Fumador
206042,Fumador
206043,No Fumador
206044,No Fumador
206045,Fumador
206046,No Fumador
206047,Fumador
206048,No Fumador
206049,No Fumador
206050,Fumador
206051,Fumador
206052,No Fumador
206053,No Fumador
206054,Fumador
206055,Fumador
206056,Fumador
206057,No Fumador
206058,No Fumador
206059,Fumador
206060,Fumador
206061,No Fumador
206062,Fumador
206063,Fumador
206064,Fumador
206065,Fumador
206066,No Fumador
206067,Fumador
206068,Fumador
206069,No Fumador
206070,Fumador
206071,No Fumador
206072,No Fumador
206073,Fumador
206074,No Fumador
206075,Fumador
206076,No Fumador
206077,No Fumador
206078,No Fumador
206079,Fumador
206080,No Fumador
206081,No Fumador
206082,No Fumador
206083,Fumador
206084,Fumador
206085,No Fumador
206086,Fumador
206087,Fumador
206088,No Fumador
206089,No Fumador
206090,Fumador
206091,No Fumador
206092,No Fumador
206093,Fumador
206094,Fumador
206095,Fumador
206096,No Fumador
206097,No Fumador
206098,Fumador
206099,No Fumador
206100,Fumador
206101,No Fumador
206102,No Fumador
206103,Fumador
206104,Fumador
206105,Fumador
206106,No Fumador
206107,No Fumador
206108,No Fumador
206109,No Fumador
206110,Fumador
206111,Fumador
206112,No Fumador
206113,Fumador
206114,No Fumador
206115,Fumador
206116,Fumador
206117,Fumador
206118,Fumador
206119,No Fumador
206120,No Fumador
206121,No Fumador
206122,No Fumador
206123,No Fumador
206124,Fumador
206125,Fumador
206126,No Fumador
206127,Fumador
206128,Fumador
206129,No Fumador
206130,No Fumador
206131,No Fumador
206132,No Fumador
206133,No Fumador
206134,No Fumador
206135,No Fumador
206136,No Fumador
206137,Fumador
206138,No Fumador
206139,No Fumador
206140,Fumador
206141,Fumador
206142,Fumador
206143,Fumador
206144,No Fumador
206145,Fumador
206146,No Fumador
206147,Fumador
206148,No Fumador
206149,Fumador
206150,No Fumador
206151,No Fumador
206152,Fumador
206153,Fumador
206154,No Fumador
206155,No Fumador
206156,No Fumador
206157,Fumador
206158,Fumador
206159,No Fumador
206160,No Fumador
206161,Fumador
206162,No Fumador
206163,Fumador
206164,No Fumador
206165,No Fumador
206166,No Fumador
206167,Fumador
206168,No Fumador
206169,No Fumador
206170,Fumador
206171,No Fumador
206172,No Fumador
206173,No Fumador
206174,No Fumador
206175,No Fumador
206176,Fumador
206177,No Fumador
206178,Fumador
206179,Fumador
206180,Fumador
206181,Fumador
206182,No Fumador
206183,No Fumador
206184,Fumador
206185,No Fumador
206186,No Fumador
206187,No Fumador
206188,No Fumador
206189,Fumador
206190,Fumador
206191,No Fumador
206192,Fumador
206193,No Fumador
206194,No Fumador
206195,Fumador
206196,No Fumador
206197,Fumador
206198,No Fumador
206199,No Fumador
206200,Fumador
206201,No Fumador
206202,No Fumador
206203,No Fumador
206204,No Fumador
206205,No Fumador
206206,No Fumador
206207,Fumador
206208,No Fumador
206209,No Fumador
206210,No Fumador
206211,Fumador
206212,No Fumador
206213,Fumador
206214,No Fumador
206215,No Fumador
206216,No Fumador
206217,No Fumador
206218,No Fumador
206219,No Fumador
206220,Fumador
206221,No Fumador
206222,Fumador
206223,No Fumador
206224,No Fumador
206225,Fumador
206226,No Fumador
206227,No Fumador
206228,No Fumador
206229,No Fumador
206230,Fumador
206231,No Fumador
206232,No Fumador
206233,Fumador
206234,No Fumador
206235,Fumador
206236,Fumador
206237,No Fumador
206238,No Fumador
206239,No Fumador
206240,No Fumador
206241,Fumador
206242,No Fumador
206243,No Fumador
206244,Fumador
206245,No Fumador
206246,No Fumador
206247,No Fumador
206248,Fumador
206249,Fumador
206250,No Fumador
206251,No Fumador
206252,No Fumador
206253,Fumador
206254,No Fumador
206255,No Fumador
206256,No Fumador
206257,No Fumador
206258,No Fumador
206259,No Fumador
206260,Fumador
206261,No Fumador
206262,No Fumador
206263,No Fumador
206264,No Fumador
206265,No Fumador
206266,No Fumador
206267,No Fumador
206268,Fumador
206269,No Fumador
206270,No Fumador
206271,No Fumador
206272,No Fumador
206273,Fumador
206274,No Fumador
206275,No Fumador
206276,No Fumador
206277,Fumador
206278,No Fumador
206279,No Fumador
206280,No Fumador
206281,No Fumador
206282,No Fumador
206283,No Fumador
206284,No Fumador
206285,No Fumador
206286,Fumador
206287,No Fumador
206288,No Fumador
206289,No Fumador
206290,No Fumador
206291,No Fumador
206292,No Fumador
206293,Fumador
206294,No Fumador
206295,No Fumador
206296,No Fumador
206297,No Fumador
206298,No Fumador
206299,No Fumador
206300,Fumador
206301,Fumador
206302,Fumador
206303,Fumador
206304,Fumador
206305,Fumador
206306,No Fumador
206307,Fumador
206308,Fumador
206309,No Fumador
206310,Fumador
206311,No Fumador
206312,No Fumador
206313,No Fumador
206314,Fumador
206315,No Fumador
206316,No Fumador
206317,No Fumador
206318,No Fumador
206319,Fumador
206320,No Fumador
206321,No Fumador
206322,No Fumador
206323,Fumador
206324,No Fumador
206325,No Fumador
206326,No Fumador
206327,No Fumador
206328,Fumador
206329,Fumador
206330,No Fumador
206331,No Fumador
206332,No Fumador
206333,Fumador
206334,No Fumador
206335,No Fumador
206336,No Fumador
206337,No Fumador
206338,No Fumador
206339,No Fumador
206340,No Fumador
206341,Fumador
206342,No Fumador
206343,Fumador
206344,Fumador
206345,No Fumador
206346,No Fumador
206347,Fumador
206348,No Fumador
206349,Fumador
206350,No Fumador
206351,No Fumador
206352,Fumador
206353,No Fumador
206354,Fumador
206355,No Fumador
206356,Fumador
206357,No Fumador
206358,No Fumador
206359,Fumador
206360,Fumador
206361,No Fumador
206362,No Fumador
206363,No Fumador
206364,No Fumador
206365,No Fumador
206366,No Fumador
206367,Fumador
206368,Fumador
206369,Fumador
206370,No Fumador
206371,Fumador
206372,No Fumador
206373,No Fumador
206374,No Fumador
206375,No Fumador
206376,No Fumador
206377,No Fumador
206378,No Fumador
206379,No Fumador
206380,Fumador
206381,No Fumador
206382,Fumador
206383,No Fumador
206384,Fumador
206385,Fumador
206386,Fumador
206387,No Fumador
206388,Fumador
206389,No Fumador
206390,No Fumador
206391,No Fumador
206392,Fumador
206393,No Fumador
206394,No Fumador
206395,Fumador
206396,No Fumador
206397,No Fumador
206398,No Fumador
206399,Fumador
206400,Fumador
206401,Fumador
206402,No Fumador
206403,Fumador
206404,No Fumador
206405,No Fumador
206406,No Fumador
206407,Fumador
206408,No Fumador
206409,No Fumador
206410,Fumador
206411,Fumador
206412,No Fumador
206413,Fumador
206414,No Fumador
206415,No Fumador
206416,No Fumador
206417,Fumador
206418,No Fumador
206419,No Fumador
206420,Fumador
206421,Fumador
206422,No Fumador
206423,Fumador
206424,Fumador
206425,No Fumador
206426,Fumador
206427,No Fumador
206428,Fumador
206429,Fumador
206430,Fumador
206431,No Fumador
206432,No Fumador
206433,No Fumador
206434,No Fumador
206435,No Fumador
206436,Fumador
206437,Fumador
206438,No Fumador
206439,Fumador
206440,Fumador
206441,Fumador
206442,Fumador
206443,No Fumador
206444,Fumador
206445,No Fumador
206446,Fumador
206447,No Fumador
206448,Fumador
206449,No Fumador
206450,Fumador
206451,Fumador
206452,No Fumador
206453,Fumador
206454,Fumador
206455,No Fumador
206456,No Fumador
206457,No Fumador
206458,Fumador
206459,No Fumador
206460,Fumador
206461,No Fumador
206462,Fumador
206463,No Fumador
206464,Fumador
206465,No Fumador
206466,Fumador
206467,No Fumador
206468,No Fumador
206469,Fumador
206470,No Fumador
206471,No Fumador
206472,Fumador
206473,Fumador
206474,No Fumador
206475,No Fumador
206476,No Fumador
206477,Fumador
206478,Fumador
206479,No Fumador
206480,Fumador
206481,Fumador
206482,Fumador
206483,Fumador
206484,Fumador
206485,No Fumador
206486,No Fumador
206487,No Fumador
206488,No Fumador
206489,Fumador
206490,No Fumador
206491,Fumador
206492,No Fumador
206493,No Fumador
206494,No Fumador
206495,Fumador
206496,Fumador
206497,Fumador
206498,No Fumador
206499,Fumador
206500,Fumador
206501,Fumador
206502,No Fumador
206503,No Fumador
206504,No Fumador
206505,No Fumador
206506,Fumador
206507,No Fumador
206508,Fumador
206509,Fumador
206510,Fumador
206511,No Fumador
206512,Fumador
206513,No Fumador
206514,Fumador
206515,No Fumador
206516,Fumador
206517,No Fumador
206518,No Fumador
206519,No Fumador
206520,Fumador
206521,Fumador
206522,Fumador
206523,No Fumador
206524,No Fumador
206525,No Fumador
206526,No Fumador
206527,No Fumador
206528,No Fumador
206529,No Fumador
206530,Fumador
206531,Fumador
206532,No Fumador
206533,Fumador
206534,Fumador
206535,Fumador
206536,No Fumador
206537,Fumador
206538,No Fumador
206539,No Fumador
206540,No Fumador
206541,Fumador
206542,Fumador
206543,No Fumador
206544,Fumador
206545,No Fumador
206546,No Fumador
206547,No Fumador
206548,Fumador
206549,No Fumador
206550,Fumador
206551,No Fumador
206552,No Fumador
206553,No Fumador
206554,No Fumador
206555,No Fumador
206556,Fumador
206557,No Fumador
206558,Fumador
206559,Fumador
206560,No Fumador
206561,No Fumador
206562,No Fumador
206563,Fumador
206564,No Fumador
206565,No Fumador
206566,No Fumador
206567,No Fumador
206568,No Fumador
206569,Fumador
206570,Fumador
206571,Fumador
206572,No Fumador
206573,No Fumador
206574,Fumador
206575,No Fumador
206576,No Fumador
206577,Fumador
206578,Fumador
206579,Fumador
206580,No Fumador
206581,Fumador
206582,No Fumador
206583,Fumador
206584,No Fumador
206585,Fumador
206586,No Fumador
206587,Fumador
206588,Fumador
206589,No Fumador
206590,Fumador
206591,No Fumador
206592,No Fumador
206593,No Fumador
206594,Fumador
206595,No Fumador
206596,No Fumador
206597,No Fumador
206598,No Fumador
206599,No Fumador
206600,Fumador
206601,No Fumador
206602,No Fumador
206603,Fumador
206604,Fumador
206605,Fumador
206606,No Fumador
206607,Fumador
206608,Fumador
206609,No Fumador
206610,No Fumador
206611,Fumador
206612,No Fumador
206613,No Fumador
206614,No Fumador
206615,Fumador
206616,Fumador
206617,Fumador
206618,Fumador
206619,No Fumador
206620,Fumador
206621,No Fumador
206622,No Fumador
206623,No Fumador
206624,No Fumador
206625,No Fumador
206626,No Fumador
206627,No Fumador
206628,Fumador
206629,Fumador
206630,Fumador
206631,Fumador
206632,Fumador
206633,No Fumador
206634,Fumador
206635,No Fumador
206636,No Fumador
206637,No Fumador
206638,No Fumador
206639,No Fumador
206640,No Fumador
206641,Fumador
206642,No Fumador
206643,No Fumador
206644,No Fumador
206645,No Fumador
206646,Fumador
206647,Fumador
206648,No Fumador
206649,Fumador
206650,Fumador
206651,No Fumador
206652,Fumador
206653,Fumador
206654,Fumador
206655,No Fumador
206656,No Fumador
206657,No Fumador
206658,Fumador
206659,No Fumador
206660,No Fumador
206661,No Fumador
206662,Fumador
206663,Fumador
206664,No Fumador
206665,No Fumador
206666,Fumador
206667,No Fumador
206668,No Fumador
206669,No Fumador
206670,Fumador
206671,Fumador
206672,No Fumador
206673,No Fumador
206674,Fumador
206675,No Fumador
206676,Fumador
206677,No Fumador
206678,No Fumador
206679,No Fumador
206680,No Fumador
206681,No Fumador
206682,No Fumador
206683,Fumador
206684,No Fumador
206685,No Fumador
206686,No Fumador
206687,Fumador
206688,Fumador
206689,No Fumador
206690,No Fumador
206691,Fumador
206692,No Fumador
206693,No Fumador
206694,Fumador
206695,Fumador
206696,No Fumador
206697,No Fumador
206698,No Fumador
206699,No Fumador
206700,No Fumador
206701,No Fumador
206702,No Fumador
206703,Fumador
206704,Fumador
206705,No Fumador
206706,No Fumador
206707,No Fumador
206708,No Fumador
206709,No Fumador
206710,No Fumador
206711,Fumador
206712,No Fumador
206713,No Fumador
206714,No Fumador
206715,Fumador
206716,No Fumador
206717,No Fumador
206718,No Fumador
206719,No Fumador
206720,No Fumador
206721,No Fumador
206722,No Fumador
206723,No Fumador
206724,Fumador
206725,Fumador
206726,Fumador
206727,Fumador
206728,No Fumador
206729,No Fumador
206730,No Fumador
206731,No Fumador
206732,No Fumador
206733,No Fumador
206734,No Fumador
206735,No Fumador
206736,Fumador
206737,Fumador
206738,No Fumador
206739,No Fumador
206740,No Fumador
206741,No Fumador
206742,Fumador
206743,Fumador
206744,No Fumador
206745,No Fumador
206746,Fumador
206747,No Fumador
206748,No Fumador
206749,Fumador
206750,Fumador
206751,Fumador
206752,Fumador
206753,No Fumador
206754,No Fumador
206755,Fumador
206756,No Fumador
206757,Fumador
206758,No Fumador
206759,No Fumador
206760,No Fumador
206761,Fumador
206762,Fumador
206763,No Fumador
206764,No Fumador
206765,No Fumador
206766,Fumador
206767,No Fumador
206768,Fumador
206769,Fumador
206770,No Fumador
206771,No Fumador
206772,No Fumador
206773,No Fumador
206774,No Fumador
206775,No Fumador
206776,No Fumador
206777,No Fumador
206778,No Fumador
206779,Fumador
206780,No Fumador
206781,No Fumador
206782,No Fumador
206783,Fumador
206784,No Fumador
206785,No Fumador
206786,No Fumador
206787,No Fumador
206788,No Fumador
206789,Fumador
206790,No Fumador
206791,No Fumador
206792,No Fumador
206793,Fumador
206794,No Fumador
206795,No Fumador
206796,Fumador
206797,No Fumador
206798,No Fumador
206799,No Fumador
206800,Fumador
206801,Fumador
206802,No Fumador
206803,No Fumador
206804,No Fumador
206805,No Fumador
206806,Fumador
206807,No Fumador
206808,No Fumador
206809,No Fumador
206810,Fumador
206811,No Fumador
206812,Fumador
206813,Fumador
206814,Fumador
206815,No Fumador
206816,No Fumador
206817,No Fumador
206818,No Fumador
206819,No Fumador
206820,Fumador
206821,Fumador
206822,No Fumador
206823,No Fumador
206824,Fumador
206825,No Fumador
206826,No Fumador
206827,No Fumador
206828,Fumador
206829,No Fumador
206830,Fumador
206831,No Fumador
206832,Fumador
206833,No Fumador
206834,No Fumador
206835,Fumador
206836,No Fumador
206837,No Fumador
206838,No Fumador
206839,No Fumador
206840,No Fumador
206841,No Fumador
206842,No Fumador
206843,Fumador
206844,No Fumador
206845,Fumador
206846,No Fumador
206847,No Fumador
206848,Fumador
206849,No Fumador
206850,No Fumador
206851,No Fumador
206852,No Fumador
206853,Fumador
206854,No Fumador
206855,No Fumador
206856,Fumador
206857,No Fumador
206858,Fumador
206859,Fumador
206860,No Fumador
206861,No Fumador
206862,No Fumador
206863,No Fumador
206864,Fumador
206865,Fumador
206866,Fumador
206867,Fumador
206868,No Fumador
